date,title,descs
"Selasa, 10 Maret 2020 17:16 WIB","
							 Menteri Bintang Puspayoga Pastikan Kasus Video Bullying Cepat Ditangani						"," Video viral tentang perundungan atau   terhadap pelajar perempuan beredar di linimasa media sosial. Kejadian tersebut diduga terjadi di salah satu institusi pendidikan di Kabupaten Bolaang Mongondow, Provinsi Sulawesi Utara. Video   berdurasi 26 detik ini memperlihatkan seorang siswa perempuan yang sudah dibaringkan di lantai dan dipegangi tangan dan kakinya. Walaupun terus meronta, siswi tersebut tak berdaya karena banyaknya orang yang merundungnya. terhadap korban dinilai sangat fatal dan keterlaluan, sebab selain menutup mulut siswi pakai kain, mereka juga melecehkannya dengan memegang payudara dan nyaris membuka pakaian dalamnya. Menteri Pemberdayaan Perempuan dan Perlindungan Anak atau PPPA,   sudah mencermati dan merasa prihatin dan geram dengan video yang dialami oleh siswi tersebut. ""Kami anggap sebagai bentuk kekerasan dan perundungan terhadap siswi. Terlebih lagi kasus ini terjadi di institusi pendidikan dan dilakukan secara sadar kemudian direkam dan disebarluaskan hingga viral,” tegas Menteri Bintang dalam keterangan pers yang diterima Tempo.co, Selas 10 Maret 2020. Untuk menindaklanjuti video tersebut, Menteri Bintang mengatakan telah melakukan koordinasi dengan sejumlah pihak. Kementrian PPPA telah melakukan koordinasi dengan Dinas PPPA Kabupaten Bolaang Mongondow, Tim Cyber Crime Bareskrim Polri, Reskrim, dan pihak sekolah. ""Pagi ini, pihak Polres Bolaang Mongondow Kasat Reskrim akan mendatangi tempat kejadian perkara di salah satu institusi pendidikan di sana. Hasil perkembangan kasus ini juga akan dilaporkan,” lanjut Menteri Bintang. Menteri Bintang akan memastikan kasus ini dapat segera ditangani dengan memperhatikan kepentingan terbaik bagi anak dan mengimbau agar masyarakat tidak menyebarluaskan video tersebut. ""Saya akan memastikan penanganan dapat segera dilakukan dengan memperhatikan kepentingan terbaik bagi anak. Saya juga mengimbau kepada masyarakat untuk tidak menyebarkan video yang menampilan identitas korban sesuai pasal 64i Undang-Undang (UU) Nomor 35 Tahun 2014 tentang Perlindungan Anak,"" tutup Menteri Bintang. Menteri Bintang Puspayoga mengapresiasi masyarakat yang sudah melaporkan kejadian tersebut di  Kementrian PPPA. Dia juga mengimbau agar masyarakat tidak segan untuk melaporkan langsung segala bentuk kekerasan terhadap anak kepada Kementrian PPPA melalui pengaduan ke nomor handphone 082125751234 dan akun sosial media Kementrian PPPA."
"Rabu, 11 Maret 2020 13:05 WIB","
							Aktris Black Widow Scarlett Johansson Bugar dengan Diet Paleo						"," - Marvel Entertainment merilis trailer bagan akhir menjelang penayangan film  , Senin 9 Maret waktu setempat. Dalam teaser terbaru, masa lalu dan kehidupan Natasha Romanoff yang diperankan Scarlett Johansson, yang selama ini tersimpan rapat-rapat, mulai disibakkan. Trailer berdurasi 2 menit 24 detik itu memperlihatkan dua bagian dari masa lalu Natasha ketika dia menjadi bagian dari Red Room dan saat dia bersama keluarganya. Red Room adalah program rahasia negara yang melatih para gadis muda jadi mata-mata kelas kakap dan pembunuh. Melansir laman The Hollywood Reporter, sebagai salah satu dari enam Avengers asli,   telah hidup dengan karakter Marvel-nya sejak satu dekade lalu. Ia mulai bergabung di Marvel Cinematic Universe sebagai Natasha Romanoff di film Iron Man 2 pada 2010. Sebagai jagoan, aktris ini harus selalu menjaga kebugarannya.  ""Aktivitas kebugaran telah menjadi salah satu bagian terbaik bekerja untuk Marvel. Saya lebih kuat dan lebih mampu sekarang daripada 10 tahun yang lalu,"" kata Johansson. Seperti yang dikatakan oleh pelatihnya, ini bukan peran biasa. ""Kami sedang mencoba membuat pahlawan buku komik gila ini dalam kehidupan nyata dengan seseorang yang normal,"" kata Johansson, dan oleh karena itu diperlukan latihan rutin yang luar biasa. Beginilah cara Scarlett Johansson untuk bermain sebagai  . Selain latihan kardio, dengan mengangkat beban dan berlari, Scarlett juga menjalani  . Melansir laman Healthline, Rabu, 11 Maret 2020 konsep dasar dari diet paleo adalah makan makanan utuh dan menghindari makanan olahan. Beberapa penelitian menunjukkan bahwa  ini dapat menyebabkan penurunan berat badan yang signifikan (tanpa penghitungan kalori) dan peningkatan besar dalam kesehatan. Sebagian mengonsumsi makanan rendah karbohidrat yang tinggi dalam makanan hewani, sementara yang lain mengikuti diet tinggi karbohidrat dengan banyak sayuran. Berikut adalah makanan yang disarankan jika Anda menerapkan diet paleo.  1. Daging: daging sapi, domba, ayam, kalkun, babi, dan lainnya. 2. Ikan dan makanan laut: salmon, trout, haddock, udang, kerang, dll. Pilih tangkapan liar jika Anda bisa. 3. Telur: pilih telur yang mengandung omega-3. 4. Sayuran: Brokoli, kangkung, paprika, bawang, wortel, tomat, dll. 5. Buah-buahan: Apel, pisang, jeruk, pir, alpukat, stroberi, blueberry, dan banyak lagi. 6. Umbi: Kentang, ubi, ubi, lobak, dll. 7. Kacang-kacangan dan biji-bijian: Almond, kacang macadamia, kenari, hazelnut, biji bunga matahari, biji labu dan banyak lagi. 8. Lemak dan minyak sehat: Minyak zaitun extra virgin, minyak kelapa, minyak alpukat dan lainnya. 9. Garam dan rempah-rempah: Garam laut, bawang putih, kunyit, rosemary, dll. Selain makanan yang dianjurkan, ada pula beberapa jenis makanan dan minuman yang harus dihindari ketika menjalani diet paleo. Beberapa di antaranya sebagai berikut.  1. Gula dan sirup jagung fruktosa tinggi 2. Minuman ringan, jus buah, gula meja, permen, kue kering, es krim, dan banyak lagi lainnya. 3. Biji-bijian: termasuk roti dan pasta, gandum, gandum hitam dll. 4. Susu: Hindari sebagian besar susu, terutama yang rendah lemak (beberapa versi paleo memasukkan susu penuh lemak seperti mentega dan keju). 5. Beberapa minyak nabati: minyak kedelai, minyak bunga matahari, minyak biji kapas, minyak jagung, minyak biji anggur, minyak safflower dan lainnya. 6. Lemak trans: ditemukan dalam margarin dan berbagai makanan olahan. Biasanya disebut sebagai minyak ""terhidrogenasi"" atau ""terhidrogenasi parsial"". 7. Pemanis buatan: aspartam, sucralose, siklamat, sakarin, kalium asesulfam. Gunakan pemanis alami sebagai gantinya. 8. Makanan semuanya berlabel ""diet"" atau ""rendah lemak"" atau yang mengandung banyak zat tambahan. Termasuk pengganti makanan buatan.  Pedoman sederhana mengikuti diet ini adalah menghindari makanan buatan pabrik. Jangan lupa, setiap membeli makanan selalu perhatikan bahan-bahannya, meskipun itu diklaim sebagai makanan kesehatan. "
"Jumat, 13 Maret 2020 12:45 WIB","
							Gara-gara Virus Corona, Meghan Markle Tinggalkan Archie di Kanada						",",   -   dan Pangeran Harry terpaksa meninggalkan putra mereka, Archie, di Kanada saat keduanya harus melaksanakan tugas terakhir sebagai anggota keluarga Kerajaan Inggris Maret 2020. Mereka tak ingin anak yang berusia 10 bulan itu berisiko terpapar virus corona yang telah dinyatakan sebagai pandemi oleh Organisasi Kesehatan Dunia atau WHO sejak Rabu, 11 Maret 2020.  Hal itu diungkapkan Meghan dalam pertemuan dengan 23 cendikiawan muda di Istana Buckingham pada Senin lalu. Pertemuan itu juga menyinggung masalah wabah  . Pembahasan itu secara tak sengaja membuat Meghan menjelaskan alasannya tak membawa Archie. Selama ini orang menerka bahwa ia sengaja meninggalkan Archie karena dendam pada Kerajaan Inggris.   ""Keputusan untuk meninggalkan  di Kanada bukan karena dendam, seperti yang dilaporkan di beberapa daerah, tetapi karena kepedulian terhadap kesehatannya selama ancaman pandemi global,"" tulis kolumnis Telegraph, Bryony Gordon, yang menghadiri pertemuan itu. Duke dan Duchess of Sussex sempat dilabeli dengki oleh pengamat kerajaan atas keputusan mereka. Sebab, Archie jadi kehilangan kesempatan bertemu dengan kakek-nenek buyutnya, Ratu Elizabeth II dan Pangeran Philip, yang keduanya telah berusia 90-an. Dalam sebuah obrolan dengan seorang teman dekat, Meghan mengatakan dia bukannya sengaja meninggalkan Archie untuk menghentikan keluarga kerajaan untuk bertemu. ""Dia mengatakan itu tidak seperti sengaja menjauhkan (Archie), tetapi tidak masuk akal membawanya dan menempatkannya dalam bahaya,"" kata sebuah sumber mengatakan kepada UK's Express. Meski berjauhan, Meghan dan   tetap berhubungan dekat dengan Archie melalui panggilan telepon video setiap hari. Markle dilaporkan senang meninggalkan Inggris di tengah wabah, menurut Express. ""Meghan mengatakan semuanya mengkhawatirkan dan dia akan senang pulang dan bersama Archie,"" kata sumber itu. Harry, mengatakan kepada Ratu bahwa dia akan membawa Archie kembali pada bulan Mei untuk berkunjung. ""Tetapi jika coronavirus meningkat, dia harus memikirkan kembali keputusan itu,"" kata seorang sumber kepada In Touch."
"Jumat, 13 Maret 2020 18:45 WIB","
							4 Zodiak yang Tak Mau Mengalah pada Pasangan, Anda Termasuk?						",",   - Perbedaan dengan  adalah yang biasa. Justru perbedaan itu yang membuat Anda unik dan saling melengkapi. Namun, banyak orang yang menjadikan perbedaan itu sebagai alasan untuk bertengkar atau berdebat.  Empat  ini, entah bagaimana, sering terjebak dalam situasi tersebut. Mereka cenderung senang berdebat dan maunya menang. Entah karena mereka menyimpan dendam atau karena mereka menganggap memenangkan pertengkaran adalah penyelesaian masalah yang paling ideal.   Dilansir dari , Kamis, 12 Maret 2020, berikut zodiak yang sulit dilawan ketika bertengkar degan pasangan.   1. Aries   ketika  terlibat dalam sebuah pertengkaran, mereka bakal siap berperang habis-habisan. Aries yang agresif dan bersemangat bertekad selalu memenangkan pertarungan bahkan ketika tahu mereka salah. Mereka mengalami kesulitan untuk mengakui kesalahan. Penyebabnya adalah tanda api ini memiliki jiwa kompetitif.   Kabar baiknya, kemarahan Aries yang berapi-api tidak akan bertahan lama. Meski pertarungan memanas, mereka bisa cepat menyelesaikan masalah lalu bersikap seolah tidak pernah terjadi apa-apa. 2. Taurus Sulit membuat  marah. Tetapi ketika mereka merasa telah dianiaya, zodiak berlambang banteng ini bisa mengamuk. Mereka punya cara sendiri, tak bisa diganggu gugat. Cara terbaik untuk menangani Taurus yang marah adalah meminta maaf atas apa pun yang menyebabkan perselisihan. 3. Gemini Berkelahi dengan Gemini bisa terasa seperti melawan seorang master di pertandingan catur. Berat. Zodiak ini sangat cerdas menggeser topik jika mereka merasa terpojok. Mereka punya cara menyelesaikan masalah dengan kata-kata dan dapat dengan mudah menyalahkan dan mengubah arah pembicaraan tanpa disadari pasangan.  Bahkan, pasangan yang mungkin sebenarnya tidak bersalah bisa meminta maaf pada Gemini. Tapi hati-hati, meski seolah terselesaikan dengan manipulasi, masalah yang sesungguhnya belum selesai dan bisa meledak sewaktu-waktu. 4. Scorpio Di antara semua zodiak, bertengkar dengan  mungkin adalah yang terburuk. Alasannya, zodiak ini memiliki gaya berdebat yang sangat agresif dan penuh gairah. Fakta bahwa Scorpio menyimpan dendam yang tidak ada duanya membuat pertempuran dengan mereka seperti mimpi buruk. Scorpio menghargai kesetiaan dan kepercayaan di atas segalanya, dan mereka terkadang dapat mengartikan ketidaksetujuan sebagai pengkhianatan. Jauh setelah perkelahian tampaknya terselesaikan, Scorpio masih mendidih dan menyimpannya sebagai amunisi untuk pertengkaran selanjutnya. "
"Sabtu, 21 Maret 2020 18:05 WIB","
							Meghan Markle Berbagi Tips Atasi Kesepian saat Social Distancing						",",   - Seperti kebanyakan orang   dan suaminya, Pangeran Harry, juga menjaga jarak sosial atau   untuk mencegah meluasnya pandemi virus corona. Meski dikelilingi banyak pengawal, pasangan ini juga mengalami kesepian di rumah mereka di Kanada. Bagaimana mengatasinya? Dalam sebuah unggahan di Instagram, Meghan mengatakan bahwa kondisi ini menarik perhatian banyak orang.   ""Banyak dari kita mungkin merasa bingung. Atau sendirian, atau cemas atau takut, dan secara terpisah, beberapa dari kita mungkin merasa bosan, atau bahwa Anda tidak tahu apa yang harus dilakukan dengan diri sendiri tanpa rutinitas normal Anda. Sangat normal untuk merasakan semua hal ini,” tulis mereka.  Dia melanjutkan, dalam kondisi seperti ini, emosi setiap orang ditantang setiap hari, entah disadari atau tidak. Setiap orang menyesuaikan diri dengan cakupan   dengan berbagai perasaan yang menyertainya. “Ya, ada isolasi dan jarak fisik, tetapi tidak harus ada kesepian.""  Untuk mengatasi kesepian, Meghan dan Harry menyarankan mencari teman ngobrol melalui telepon atau pesan teks. Selain menanyakan kabar mereka, Anda juga bisa mencurahkan perasaan selama menjalani  .   Anda bisa berkirim pesan dengan teman atau keluarga. Saat ini tersedia panggilan telepon dan video yang bisa menghubungi beberapa orang sekaligus. Tanyakan apakah mereka baik-baik saja di situasi sekarang ini.   “Beri tahu mereka bagaimana perasaan Anda (sebenarnya), dan gunakan waktu ini untuk benar-benar mendengarkan jawabannya. Jika ada seseorang yang Anda tahu dan khawatir, teks Anda mungkin menjadi hal yang menyelamatkan hidup mereka,” tulis mereka.  Meghan dan Harry lalu mempromosikan organisasi nirlaba mereka, CrisisTextLine, Shout UK, CTL Ireland, dan KidsHelpPhone, yang berbasis di Kanada. Organisasi ini mengumpulkan para relawan untuk membantu orang-orang yang membutuhkan dalam situasi seperti saat ini. ""Jika Anda merasa sendirian, kewalahan, tertekan, atau cemas, Anda dapat mengirim teks dari salah satu kalimat ini dan membicarakannya. Jika Anda berada dalam hubungan yang kasar dan sekarang menemukan diri Anda dalam isolasi dengan pelaku kekerasan Anda, para penasihat ini ada untuk Anda. Anda tidak perlu menderita dalam kesunyian.” Awal pekan ini, Meghan dan Harry juga berbagi dukungan untuk semua orang yang mengalami masa-masa kesepian mengurung diri di rumah. ""Ada begitu banyak orang di seluruh dunia yang membutuhkan dukungan saat ini, yang bekerja tanpa lelah untuk menanggapi krisis di belakang layar, di garis depan, atau di rumah. Kesediaan kita, sebagai manusia, untuk melangkah maju dalam menghadapi apa yang kita semua alami dengan COVID-19 adalah hal yang menakjubkan,” tulis Meghan Markle dan Pangeran Harry."
"Rabu, 25 Maret 2020 20:05 WIB","
							Benarkah Uang Kertas Bisa Menyebarkan VIrus Corona?						",",   -   baru atau COVID-19 menginfeksi semakin banyak orang di Indonesia. Kondisi ini membuat orang tambah waspada, terutama pada benda-benda yang dapat menjadi media penularan virus ini. Salah satu yang menjadi kekhawatiran penularan virus corona melalui media uang kertas yang berpindah tangan saat transaksi berlangsung. Uang jenis apa pun, baik uang kertas atau uang logam, dapat berpindah dari satu tangan ke banyak tangan lainnya setiap saat. Uang bisa mengangkut virus, bakteri, dan kuman dari satu orang ke orang lainnya.   Namun, apakah benar uang kertas bisa menyebarkan virus corona? Peluang penyebaran virus  baru atau COVID-19 pada permukaan benda, termasuk uang kertas atau uang logam, sebenarnya tergolong rendah. Ini berarti kecil kemungkinan uang kertas bisa menyebarkan virus corona. Terlebih belum ada hasil penelitian akurat yang dapat menyebutkan bahwa virus corona   dapat menyebar melalui uang kertas. Sebagian besar penyebaran virus corona umumnya berasal dari cairan tubuh seorang penderita yang terinfeksi, seperti percikan air liur yang keluar dari hidung dan mulut saat bersin, batuk, atau mengeluarkan napas. Percikan air liur tersebut juga dapat jatuh pada permukaan benda di sekitar Anda, termasuk   atau uang logam. Namun, mengingat virus corona COVID-19 masih sangat baru sehingga belum banyak hasil penelitian yang akurat mengenai berapa lama ia dapat bertahan pada permukaan benda. Hal ini berlaku juga untuk uang kertas atau uang logam. Beberapa hasil penelitian terdahulu ada yang menganalisis peluang hidup jenis-jenis virus corona sebelumnya pada kertas dan uang berbahan dasar kertas. Hasil studi tersebut yang dilakukan pada virus corona jenis Severe Acute Respiratory Syndrome (SARS)  mengemukakan bahwa virus corona dapat hidup hingga 72 jam pada kertas. Berdasarkan kesamaan struktural di antara berbagai jenis virus corona, masuk akal bila hal ini berlaku pula pada jenis COVID-19. Nah, saat Anda menyentuh permukaan uang kertas, kemudian Anda langsung menyentuh mata, hidung, atau mulut, tanpa mencuci tangan dengan air mengalir dan sabun terlebih dahulu, maka dapat membiarkan virus masuk ke dalam tubuh. Akibatnya, Anda bisa saja mengalami infeksi penyakit tertentu yang disebabkan oleh berbagai bakteri atau virus tersebut, termasuk virus corona COVID-19. Hal yang penting dilakukan setelah memegang uang agar terhindar dari virus corona Pada dasarnya, apa pun jenis uangnya, baik uang kertas atau uang logam, merupakan salah satu benda kotor yang dipenuhi oleh virus, bakteri, dan kuman karena terlalu banyak tangan yang menyentuhnya. Apalagi uang yang berasal dari rumah sakit atau pasar tradisional. Akan tetapi, yang perlu digarisbawahi adalah uang kertas atau uang logam bukan sumber utama penularan virus corona. Dengan demikian, Anda tidak perlu khawatir terinfeksi virus corona COVID-19 setelah memegang uang. Penyebaran penyakit yang berkaitan dengan uang sangat jarang terjadi dan belum ada wabah penyakit besar yang berasal dari uang.  Jika terpaksa harus mengeluarkan sekaligus memegang uang, yang paling penting adalah Anda harus segera mencuci tangan sebisa mungkin setelah memegang uang kertas atau uang logam. Selain itu, jangan langsung menyentuh area wajah, terutama mata, hidung, dan mulut, setelah memegang uang tanpa mencuci tangan dengan air mengalir dan sabun terlebih dahulu. Apabila Anda tidak dapat menemukan akses air mengalir dan sabun, gunakan cairan pembersih berbahan dasar alkohol 70 persen untuk membersihkannya. Jika tidak mau mengambil risiko penyebaran infeksi virus melalui uang kertas atau uang logam, Anda bisa menggunakan alat pembayaran nontunai, seperti kartu kredit dan debit, atau uang elektronik (e-wallet) melalui sejumlah aplikasi ponsel. Penggunaan kartu kredit dan debit cenderung lebih tidak berisiko untuk digunakan. Ini karena alat pembayaran tersebut dapat dibersihkan setiap saat menggunakan cairan pembersih yang bisa membunuh bakteri, kuman, dan virus.  Meski uang kertas bukan sumber utama penyebaran virus corona, apa pun jenis alat pembayaran yang Anda gunakan, baik uang tunai atau nontunai, atau uang elektronik melalui ponsel sekalipun, Anda tetap harus disarankan  setelah menyentuh benda-benda tersebut. Terlebih saat ini virus corona COVID-19 sudah semakin menyebar ke mana saja. Jadi, bila memungkinkan, selalu gunakan metode cashless sehingga Anda tidak perlu mengeluarkan uang tunai ke manapun Anda pergi."
"Kamis, 7 Juli 2016 18:35 WIB","
							Tip Memakai Baju Lebaran dari Desainer						"," - Sebulan sebelum Lebaran, industri   Tanah Air diserbu oleh busana-busana koleksi terbaru. Para perancang dan perusahaan retail menjejali   dengan ribuan pilihan busana yang dapat dikenakan saat Lebaran.  Lalu, bagaimana memilih busana yang tepat menurut desainer? Menurut Barli Asmara, busana yang tepat untuk Lebaran nanti harus mencakup minimal empat aspek, yaitu wudu  , tidak transparan, tidak panas, dan  . Barli berpendapat, kenyamanan akan didapatkan jika keempat aspek tersebut terpenuhi.  Menurut desainer berusia 38 tahun ini, busana   yang   harus diperhatikan. ""Jadi kita tidak perlu repot dan khawatir baju jadi kelihatan tidak rapi, kusut, tertekuk, dan lusuh karena terlipat-lipat,"" ujarnya. Dengan demikian, kata Barli,   tetap tampil percaya diri saat Lebaran.  Soal warna, Barli menyarankan warna selain putih untuk penyegaran. Sebab, kata dia, Lebaran tak harus dirayakan dengan menggunakan warna putih. Dia menyarankan busana berwarna pastel untuk busana siang hari dan tidak menyarankan busana berwarna mencolok.  Selain kenyamanan, Barli menggarisbawahi busana yang multifungsi. Menurut dia, busana multifungsi adalah tipe busana yang mudah dipadupadankan untuk segala acara. ""Fleksibel sehingga tidak hanya cocok untuk satu acara tertentu saja,"" tuturnya. Misalnya, gaun semiformal yang dapat berubah menjadi gaun untuk acara formal dengan menambah aksesori.  Selain Barli Asmara, Dian Pelangi sepakat menggunakan busana multifungsi saat Lebaran. Dia juga menambahkan,   wajib menghindari busana berlengan lebar. ""Biar enggak  saat mengambil makanan, kan malah kotor nanti,"" katanya. Dia menyarankan penggunaan busana bertangan lurus saat   Lebaran ini.  Untuk warna, Dian tak ragu menggunakan warna-warna tegas. Koleksi Lebaran-nya, yang bertajuk “Co-Diversity”, didominasi warna hitam, cokelat, dan biru, serta dibuat eksklusif untuk konsumen Hijup. Dengan demikian, Lebaran tak selalu identik dengan serba putih.  "
"Senin, 28 November 2016 15:41 WIB","
							Konsumsi 6 Makanan yang Bikin Kulit Awet Muda						",",   - Kulit terlihat muda, halus, kencang, dan bercahaya selalu menjadi impian siapa saja. Jika benar-benar ingin memiliki kulit awet muda, jangan hanya berkutat pada produk di meja rias saja, tapi intip juga apa yang ada di dapur.   Dalam bukunya yang berjudul  , perempuan pengusaha yang fokus pada kecantikan berbasis bahan alami, Imelda Burke, menuturkan cara mengenali kebutuhan kulit dan panduan mengenai bahan-bahan alami yang harus diketahui para pencinta kecantikan.   meringkas makanan yang membuat kulit awet muda menurut buku tersebut.   Pepaya mempunyai kandungan vitamin C yang tinggi, yang berperan penting dalam produksi kolagen, menyembuhkan luka kulit, serta menjaga kesehatan rambut dan kuku. Pisang juga berfungsi sebagai antioksidan, meningkatkan jumlah asupan vitamin C dapat memperlambat kerusakan dari radikal bebas, menunda tanda-tanda penuaan, dan melindungi dari kerusakan sinar ultraviolet. Cukup makan buah pepaya untuk mendapat manfaat yang lebih banyak ketimbang menyantapnya setelah diolah.   Gula membantu menunda penuaan kulit, tapi bukan berarti Anda boleh langsung menyantap segala sesuatu yang manis. Gula bisa bermanfaat untuk kulit bila dipakai untuk masker wajah karena bisa melembapkan kulit. Masker gula ini dapat membuat kulit tetap terhidrasi dalam cuaca dingin, terutama untuk mereka yang berkulit kering.  Caranya, buatlah masker gula dengan menggiling gula menjadi bubuk menggunakan blender atau penggiling biji kopi, lalu campur dengan minyak zaitun dan satu sendok teh madu, kemudian oleskan ke wajah.   Mengkonsumsi probiotik terbukti mengurangi salah satu penyebab penuaan, seperti munculnya garis-garis halus di wajah, keriput, kulit kendur, bengkak, dan kemerahan. Probiotik bisa langsung dioleskan ke kulit. Teorinya begini, karena kita sangat terobsesi dengan kebersihan, kita telah membuang bakteri baik di permukaan kulit dengan sabun. Jika Anda ingin mengkonsumsi probiotik, cobalah makanan yang difermentasi, seperti  dan yogurt.    Minyak argan adalah pahlawan super untuk kulit karena mengandung vitamin E dua kali lebih banyak ketimbang minyak zaitun. Minyak ini bisa dikonsumsi, digunakan sebagai minyak pijat, atau keduanya. Vitamin E adalah komponen kunci bagi kulit untuk menghadang antioksidan. Vitamin ini juga bisa menjaga tingkat kelembapan kulit dan membantu menyembuhkan luka.   Cara memakainya: ganti minyak zaitun dengan minyak argan untuk makanan. Jangan pernah memanaskannya karena berisiko merusak kandungan vitamin. Minyak argan mempunyai rasa kacang-kacangan sehingga cocok dijadikan  .    kaya asam amino dan antioksidan, termasuk vitamin B dan C, protein, asam lemak omega-3, kalsium, zat besi, dan serat. Ganggang bisa dikonsumsi sebagai suplemen atau langsung digunakan pada kulit. Ganggang dikenal bisa meningkatkan kekencangan kulit serta mencegah kerusakan kolagen dan elastisitas kulit. Ganggang bisa dikonsumsi dalam bentuk tablet. Selain itu, ada tepung ganggang yang bisa ditambahkan, satu sendok saja, saat membuat   di rumah.   Sama seperti rumput laut yang mampu mempertahankan warna di bawah paparan sinar matahari, senyawa antioksidan yang dikandung wakame bisa membantu melindungi kulit. Rumput laut Jepang ini mengandung vitamin A, C, dan E yang bisa menunda timbulnya keriput pada kulit. Mereka yang ingin mendapatkan manfaat wakame bisa membeli bubuk wakame dan menggunakannya sebagai pengganti garam.      "
"Jumat, 17 Februari 2017 09:23 WIB","
							Bahaya Menggaruk Bekas Luka						",",   - Bekas luka tak jarang membuat tangan ikut gatal ingin menggaruk, entah karena memang gatal atau ingin segera mengenyahkannya. Ahli dermatologi tegas melarang keinginan itu. Bekas luka yang digaruk menyebabkan warna kulit menghitam. Kondisi bisa semakin parah bila kulit terlalu sering terpapar sinar matahari. ""Kalau terkena matahari lagi, hormon melanin akan diproduksi berlebihan sehingga muncul bintik hitam dan daerah yang hitam akan semakin hitam. Jadi, bekas luka jangan digaruk,"" ujar dokter spesialis kulit Eddy Karta. Dia menyarankan, mereka yang memiliki bintik-bintik hitam di wajahnya segera menggunakan tabir surya untuk membantu memulihkan kondisi kulitnya.  ""Lindungi dengan tabir surya, pelan-pelan akan membaik, tetapi dengan catatan jangan terlalu sering terpapar matahari lagi ketika sudah pulih,"" katanya. ""Pokoknya kalau ada warna gelap akan lebih banyak menarik sinar, akibatnya kulit menjadi hitam. Bekas luka jangan dibawa panas-panasan."""
"Minggu, 4 Juni 2017 12:00 WIB","
							5 Kiat Mencegah Pori-pori Tersumbat						",",   - Pori-pori tersumbat tidak diragukan lagi merupakan masalah kulit yang mengganggu penampilan dan cara mengatasinya pun cukup rumit.  Sebelumnya kamu perlu mengetahui apa sebenarnya yang terjadi saat pori-pori tersumbat. ""Pori-pori adalah celah di kulit dimana minyak dan keringat bisa mencapai permukaan kulit,"" jelas dermatolog Jordan Carqueville. Celah tersebut dikaitkan dengan kelenjar sebaceous, dan bisa menjadi tersumbat dengan minyak dan sel kulit mati sehingga muncul komedo   atau jerawat. Mitos bahwa pori-pori terbuka dan tertutup artinya mereka dapat berkembang dan berkontraksi sehingga kemudian tampak lebih besar dan lebih kecil, tergantung pada seberapa banyak kotoran terjebak di dalamnya. Tak perlu khawatir ada banyak cara untuk mengeluarkan kotoran tersebut. Carqueville memberikan lima cara untuk membersihkan pori-pori secara efektif seperti dikutip dari Real Simple. #1. Menggunakan retinoid secara teratur “Turunan vitamin A ini meningkatkan perputaran sel, mencegah sel kulit mati yang menumpuk pada permukaan kulit dan menyumbat pori-pori,” kata Carqueville. Retinoid yang juga berkhasiat melawan penuaan juga dapat merangsang kolagen sehingga kulit menjadi lebih halus. Tapi ada efek samping dari pemakaian retinoid seperti kekeringan dan pengelupasan. Jadi saat mengaplikasikannya gunakan hanya sejumlah kacang polong untuk seluruh wajah, dan oleskan setiap malam sampai kulit menyesuaikan diri dengan ramuannya. #2. Menggunakan strip pori-pori Meski cara ini sedikit kotor, tapi ada rasa puas ketika melihat semua komedo terangkat oleh strip pori-pori yang biasanya dipakai pada hidung. Berhati-hatilah untuk tidak menariknya terlalu keras. Carqueville mengingatkan jika kamu menggunakan retinoid atau memiliki kondisi seperti psoriasis atau rosacea, pemakaian strip pori-pori ini bisa terlalu keras. #3. Lakukan ekstraksi ""Ekstraksi, jika dilakukan dengan benar, akan menghasilkan pembersihan langsung dari pori-pori yang tersumbat"" kata Carqueville. Metode ini dapat dilakukan oleh seorang ahli baik dermatolog atau ahli kecantikan bersertifikat, yang tahu bagaimana memanipulasi kulit dengan benar. Sementara jika memencet pori-pori terlalu keras dapat menyebabkan peradangan yang akhirnya menimbulkan jaringan parut. #4. Pembersihan dengan salicylic acid Asam beta-hidroksi ini bersifat lipofilik, artinya dapat tertarik dan melarutkan minyak, sangat ideal bila ada sebum yang menyumbat pori-pori. Selain itu juga melarutkan hubungan antara sel-sel kulit mati yang pori-pori. Cobalah gunakan pembersih wajah berbasis salisilat, dan gunakan setiap hari untuk menjaga kulit tetap bersih. Jika kulit kamu termasuk super sensitif, pilih salah satu metode lainnya, catat Carqueville. #5. Coba lakukan eksfoliasi mekanis Ketika mengunjungi dermatolog, pilihan seperti mikrodermabrasi dan laser resurfacing yang bekerja dengan menghilangkan lapisan atas kulit, menghilangkan penyumbatan dan membuat pori-pori tampak lebih kecil. Untuk perawatan di rumah dapat menggunakan scrub dengan partikel fisik, yang dapat mengurangi sel kulit mati dan membuat kulit tampak lebih cerah dan bercahaya."
